Grocery Stores,Food Outlets,Tourist Destinations,Hotels,Educational Institutions,Hospitals,Airports,Residential Housing Density,Commercial Housing Density,Fuel Stations & Car Wash,Apparels,Height Restrictor,Border Zone,Public Transportation,latitude,longitude,radius_miles
0,39,0,1,2,2,1,60,12,0,0,0,0,0,42.9967323,-85.5942082,3
0,6,0,0,1,1,4,17,1,0,0,0,0,0,43.8237466,-83.0007968,3
0,22,1,2,2,10,5,53,25,0,0,0,0,0,43.6626171,-84.2465328,3
0,5,0,0,0,0,3,65,29,0,0,0,0,0,42.8423657,-85.5309757,3
0,41,1,2,2,0,3,33,31,0,0,0,0,0,42.6434377,-83.2060397,3
0,19,12,4,1,5,1,43,43,0,0,0,0,0,42.4977493,-83.5411911,3
0,9,18,0,1,0,0,25,19,0,0,0,0,0,42.6384221,-83.7442177,3
0,30,0,0,0,1,2,162,16,0,0,0,0,0,42.6344456,-83.1284868,3
0,53,3,4,2,1,2,1482,49,0,0,0,0,0,42.333412,-83.406013,3
0,11,0,0,0,0,0,47,1,0,0,0,0,0,42.263198,-85.1734044,3
0,1,0,0,1,0,4,0,1,0,0,0,0,0,42.9333975,-85.3746319,3
0,6,0,0,1,1,4,0,2,0,0,0,0,0,42.9463032,-85.0773741,3
0,9,1,0,0,0,4,107,25,0,0,0,0,0,42.294587,-85.2360084,3
0,51,1,1,3,1,4,228,24,0,0,0,0,0,42.2424882,-85.5873337,3
0,42,0,2,2,0,5,197,99,0,0,0,0,0,42.9159337,-85.532151,3
0,25,0,1,1,4,1,36,11,0,0,0,0,0,42.8637909,-85.6811215,3
0,6,1,0,1,0,2,33,10,0,0,0,0,0,42.738588,-84.741562,3
0,6,0,0,1,0,1,37,11,0,0,0,0,0,42.8290801,-84.5371836,3
0,47,0,1,1,4,1,106,40,0,0,0,0,0,42.8798547,-85.748607,3
0,60,1,2,4,2,0,610,167,0,0,0,0,0,42.7197222,-84.4252778,3
0,3,0,0,0,1,2,36,4,0,0,0,0,0,43.1747604,-85.2776512,3
0,11,0,0,1,1,0,38,4,0,0,0,0,0,43.1194779,-85.6019817,3
0,30,1,1,2,0,2,114,82,0,0,0,0,0,42.9049568,-85.7948913,3
0,22,0,0,2,1,2,266,123,0,0,0,0,0,42.6680054,-84.540846,3
0,7,0,0,1,0,1,30,2,0,0,0,0,0,42.8428593,-85.863496,3
0,37,1,7,1,0,3,469,157,0,0,0,0,0,42.7392458,-84.6236254,3
0,31,1,0,2,0,3,30,4,0,0,0,0,0,43.0392583,-86.2175056,3
0,79,6,2,4,1,1,954,125,0,0,0,0,0,42.7625,-84.5005555,3
0,32,1,0,1,0,0,165,9,0,0,0,0,0,42.1885773,-85.6039598,3
0,12,0,0,1,6,1,38,62,0,0,0,0,0,42.255201,-84.3597991,3
0,2,0,0,2,0,1,2,1,0,0,0,0,0,41.937628,-84.9594768,3
0,51,0,1,4,3,2,50,39,0,0,0,0,0,43.0078252,-85.6910749,3
0,40,4,5,3,0,0,14,31,0,0,0,0,0,42.8288269,-86.0909194,3
0,20,0,0,1,2,2,72,154,0,0,0,0,0,42.4062846,-86.2566099,3
0,6,2,1,2,2,4,74,1,0,0,0,0,0,43.6904411,-85.516716,3
0,33,0,0,3,1,0,44,15,0,0,0,0,0,43.0332866,-85.6281376,3
0,1,0,0,1,0,4,0,1,0,0,0,0,0,42.9332556,-85.3746566,3
0,53,3,6,3,1,1,70,53,0,0,0,0,0,42.7815232,-86.0755654,3
0,2,0,3,1,3,4,1,5,0,0,0,0,0,41.7866373,-85.4244934,3
0,6,0,0,1,1,4,0,2,0,0,0,0,0,42.9481147,-85.0755104,3
0,9,2,2,1,1,5,0,2,0,0,0,0,0,44.2673394,-86.2954866,3
0,82,3,2,2,2,4,207,83,0,0,0,0,0,44.7435604,-85.6422922,3
0,11,0,2,0,1,3,4,2,0,0,0,0,0,43.9583358,-86.3772048,3
0,1,0,4,1,0,1,95,1,0,0,0,0,0,42.0827148,-86.4216183,3
0,8,0,0,1,0,0,0,0,0,0,0,0,0,42.0281796,-86.515443,3
0,8,1,0,0,0,4,98,24,0,0,0,0,0,42.2966504,-85.2377101,3
0,11,0,0,0,0,0,44,1,0,0,0,0,0,42.2616721,-85.1743075,3
0,7,0,0,1,1,1,49,18,0,0,0,0,0,41.9331334,-85.6524231,3
0,8,0,0,2,1,1,15,1,0,0,0,0,0,46.4656245,-84.3876595,3
0,15,0,0,2,0,0,0,3,0,0,0,0,0,42.9937913,-83.6305099,3
0,83,0,3,5,3,0,489,45,0,0,0,0,0,42.2313254,-83.19611,3
0,33,11,1,1,1,0,950,31,0,0,0,0,0,42.5475731,-83.4423379,3
0,6,0,0,2,1,1,15,1,0,0,0,0,0,46.4635853,-84.3866686,3
0,12,2,0,2,0,2,0,6,0,0,0,0,0,42.9087181,-82.4977874,3
0,7,0,0,1,0,2,0,10,0,0,0,0,0,42.8406115,-83.2710286,3
0,32,1,0,4,1,2,81,15,0,0,0,0,0,41.9448794,-83.3993871,3
0,39,0,2,1,2,2,461,10,0,0,0,0,0,42.6301282,-82.9767326,3
0,18,0,0,0,0,0,0,4,0,0,0,0,0,43.0461111,-82.46,3
0,41,0,4,1,1,2,993,40,0,0,0,0,0,42.3193573,-83.4845161,3
0,83,0,10,3,5,0,346,42,0,0,0,0,0,42.5229734,-83.0972961,3
0,3,1,0,1,0,0,0,14,0,0,0,0,0,42.6511837,-83.5314996,3
0,31,0,0,0,0,3,29,18,0,0,0,0,0,42.946392,-83.7283822,3
0,29,0,0,3,0,1,84,24,0,0,0,0,0,42.5234952,-82.9059331,3
0,32,0,0,1,0,1,220,15,0,0,0,0,0,42.5511714,-82.9637671,3
0,15,0,0,2,0,0,0,3,0,0,0,0,0,42.9937913,-83.6305099,3
0,12,0,0,4,2,1,277,9,0,0,0,0,0,42.5965708,-82.9034509,3
0,16,0,0,0,0,3,44,114,0,0,0,0,0,42.5901834,-83.8768548,3
0,9,0,0,2,1,2,23,2,0,0,0,0,0,44.2759816,-84.2747219,3
0,4,0,0,0,0,0,50,1,0,0,0,0,0,43.2836138,-86.2205876,3
0,5,0,0,1,0,1,156,6,0,0,0,0,0,42.6872202,-82.9735696,3
0,26,2,1,2,2,5,141,52,0,0,0,0,0,43.1926956,-86.2616285,3
0,112,0,2,7,19,7,149,94,0,0,0,0,0,42.969485,-85.6649995,3
0,38,0,2,1,2,2,483,10,0,0,0,0,0,42.6295529,-82.9756643,3
0,2,0,0,1,0,2,0,16,0,0,0,0,0,42.5535708,-84.8157301,3
0,6,1,0,1,0,2,33,10,0,0,0,0,0,42.7401586,-84.7405511,3
0,11,0,0,1,1,3,300,84,0,0,0,0,0,43.0018429,-84.1158384,3
0,4,0,0,1,0,0,0,41,0,0,0,0,0,42.9683953,-83.8273626,3
0,19,0,0,1,0,1,206,11,0,0,0,0,0,43.0144171,-83.5526638,3
0,11,0,0,0,0,2,0,23,0,0,0,0,0,43.0577332,-83.7654939,3
0,33,1,0,2,2,3,311,26,0,0,0,0,0,43.6141629,-84.7655559,3
0,18,0,0,1,0,0,25,19,0,0,0,0,0,43.048889,-85.6901268,3
0,22,0,3,1,1,2,14,12,0,0,0,0,0,42.5387281,-83.7885083,3
0,17,0,0,4,0,0,16,42,0,0,0,0,0,41.9510377,-84.661931,3
0,17,0,2,0,1,0,151,51,0,0,0,0,0,46.5529635,-87.4719174,3
0,7,0,0,1,1,0,351,45,0,0,0,0,0,42.7713938,-84.4184926,3
0,22,0,0,2,2,1,254,117,0,0,0,0,0,42.6674417,-84.5386417,3
0,38,1,7,1,0,3,467,154,0,0,0,0,0,42.7405902,-84.6247821,3
0,6,0,0,1,0,2,17,6,0,0,0,0,0,42.5672004,-84.4438516,3
0,22,1,0,0,0,0,0,16,0,0,0,0,0,42.7056432,-83.2871766,3
0,5,0,0,1,0,1,0,0,0,0,0,0,0,43.8518635,-83.9636073,3
0,5,0,0,1,1,2,5,0,0,0,0,0,0,43.4701759,-85.9815419,3
0,13,0,0,1,1,1,4,1,0,0,0,0,0,43.041515,-83.325778,3
0,33,2,0,2,0,6,30,14,0,0,0,0,0,42.653337,-83.3689422,3
0,1,0,0,1,0,1,1,1,0,0,0,0,0,42.7225189,-82.7418136,3
0,15,1,0,1,0,0,1,1,0,0,0,0,0,42.7660815,-83.2388282,3
0,25,0,0,4,5,2,254,24,0,0,1,0,0,42.4800943,-82.9885699,3
0,42,0,2,2,0,5,197,101,0,0,0,0,0,42.9155199,-85.5335267,3
0,41,0,2,2,0,5,197,99,0,0,0,0,0,42.913739,-85.5319574,3
0,47,0,1,1,4,1,100,40,0,0,0,0,0,42.8815352,-85.7459129,3
0,39,0,1,2,2,1,59,11,0,0,0,0,0,42.9968645,-85.5915965,3
0,52,0,1,4,3,2,50,40,0,0,0,0,0,43.0082599,-85.6892188,3
0,108,0,2,5,18,5,152,95,0,0,0,0,0,42.9717125,-85.6845665,3
0,44,0,1,7,1,1,95,117,0,0,0,0,0,42.910613,-85.627076,3
0,24,0,0,2,0,0,32,16,0,0,0,0,0,43.0185169,-85.7238812,3
0,47,0,1,2,4,1,88,38,0,0,0,0,0,42.8812502,-85.7425611,3
0,1,0,0,1,0,4,0,1,0,0,0,0,0,42.931156,-85.3750066,3
0,19,1,0,1,0,1,132,16,0,0,0,0,0,42.9688199,-85.7768253,3
0,4,0,0,2,0,2,2,32,0,0,0,0,0,43.2191257,-85.5803605,3
0,11,0,0,1,1,0,38,4,0,0,0,0,0,43.1176216,-85.6008661,3
0,82,2,3,3,3,8,174,83,0,0,0,0,0,44.7640604,-85.6241165,3
0,17,0,0,3,0,4,32,4,0,0,0,0,0,41.8762332,-84.0356064,3
0,9,0,0,1,0,0,44,5,0,0,0,0,0,42.7157554,-83.0319671,3
0,38,2,0,2,0,0,285,121,0,0,0,0,0,42.3779874,-83.3301397,3
0,11,0,0,1,1,3,300,84,0,0,0,0,0,43.0015965,-84.1154752,3
0,11,0,0,1,1,3,300,84,0,0,0,0,0,42.9989072,-84.1162792,3
0,1,0,0,1,0,1,1,1,0,0,0,0,0,42.7220452,-82.7415288,3
0,14,0,0,2,0,0,12,1,0,0,0,0,0,43.4165007,-84.0776127,3
0,12,0,1,0,0,0,46,10,0,0,0,0,0,42.6764755,-82.8357543,3
0,35,0,0,2,1,0,139,23,0,0,0,0,0,42.5627301,-83.0264473,3
0,61,0,0,3,5,1,337,41,0,0,0,0,0,42.5098834,-83.049324,3
0,11,0,2,0,1,3,4,2,0,0,0,0,0,43.9567937,-86.3786358,3
0,6,2,1,2,2,4,74,1,0,0,0,0,0,43.6884144,-85.515799,3
0,3,0,0,1,0,0,0,14,0,0,0,0,0,42.651411,-83.5308897,3
0,22,1,0,1,1,2,371,19,0,0,0,0,0,45.7654462,-87.0846575,3
0,6,0,0,1,1,2,1,2,0,0,0,0,0,44.2819082,-85.405727,3
0,3,0,0,0,1,2,36,4,0,0,0,0,0,43.176488,-85.2803306,3
0,12,0,0,0,0,3,28,26,0,0,0,0,0,43.1555837,-86.2050913,3
0,26,2,0,1,2,5,141,48,0,0,0,0,0,43.1910771,-86.2610929,3
0,5,0,0,1,1,2,5,0,0,0,0,0,0,43.4678154,-85.9818348,3
0,148,2,5,4,9,3,953,164,0,0,0,0,0,42.5387463,-83.1817991,3
0,29,0,0,0,1,2,161,16,0,0,0,0,0,42.6338534,-83.1283764,3
0,36,1,2,2,0,3,33,32,0,0,0,0,0,42.6405571,-83.2060504,3
0,79,0,10,3,5,0,339,42,0,0,0,0,0,42.5210675,-83.0951421,3
0,9,2,2,1,1,5,0,3,0,0,0,0,0,44.2664743,-86.2965456,3
0,78,0,3,4,2,1,584,40,0,0,0,0,0,42.1914139,-83.1845448,3
0,40,4,5,4,0,0,31,31,0,0,0,0,0,42.8268834,-86.0902808,3
0,31,1,0,2,0,3,30,4,0,0,0,0,0,43.0382099,-86.2193507,3
0,12,2,0,2,0,2,0,8,0,0,0,0,0,42.9107361,-82.4958546,3
0,18,0,0,0,0,0,0,4,0,0,0,0,0,43.0459056,-82.4579791,3
0,1,0,0,1,0,1,2,1,0,0,0,0,0,42.7210227,-82.7425376,3
0,12,0,1,0,0,0,46,10,0,0,0,0,0,42.6761896,-82.8327126,3
0,2,0,3,1,3,4,1,5,0,0,0,0,0,41.7870373,-85.4278011,3
0,7,0,0,1,1,1,49,18,0,0,0,0,0,41.934064,-85.655071,3
0,13,0,0,1,1,3,4,1,0,0,0,0,0,43.0428124,-83.3245142,3
0,16,0,0,2,1,0,377,10,0,0,0,0,0,42.1101583,-83.2896231,3
0,19,0,0,1,0,1,206,11,0,0,0,0,0,43.0131028,-83.5547639,3
0,8,0,1,0,0,0,0,2,0,0,0,0,0,43.2508832,-83.7654838,3
0,18,0,0,1,0,2,4,11,0,0,0,0,0,43.580492,-83.8378823,3
0,10,0,2,0,0,0,217,16,0,0,0,0,0,42.287728,-83.8420591,3
0,45,1,8,4,10,1,776,106,0,0,0,0,0,42.2314156,-83.679345,3
0,253,16,11,18,17,2,834,418,0,0,0,0,0,42.3343963,-83.0326004,3
0,77,19,0,6,2,0,308,83,0,0,0,0,0,42.4461258,-83.1181549,3
